OPEID,School Name,Risk Factor,Borrowing Risk,ELIGIND,CERTCD,T & C,Ethnic Class,% Completions Any School,% Completions Same School,% Independent Borrower Count,% Dependent Borrower Count,Median Independent Student AGI,% Independent Borrowers with AGI < $30K,Median Dependent Parent AGI,% Dependent Borrowers with AGI < $30K,% Borrowers with a Pell Grant,% Borrowers without a Pell Grant,Median Age of Dependent Borrowers at Maturity,Median Age of Independent Borrowers at Maturity,Mean Balance,Median Balance,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,Overall Outstanding Principal Balance at Time Entering Repayment (FY 2009),Overall Borrower Count,Overall Outstanding Principal Balance 5 YR Cohort (FY 2014),Overall Outstanding Principal Balance 4 YR Cohort (FY 2013),Overall Outstanding Principal Balance 3 YR Cohort (FY 2012),Overall Outstanding Principal Balance 2 YR Cohort (FY 2011),Overall Outstanding Principal Balance 1 YR Cohort (FY 2010),Overall Repayment Rate 5 YR Cohort (FY 2014),Overall Repayment Rate 4 YR Cohort (FY 2013),Overall Repayment Rate 3 YR Cohort (FY 2012),Overall Repayment Rate 2 YR Cohort (FY 2011),Overall Repayment Rate 1 YR Cohort (FY 2010),% Increased Balance Borrowers 2013-2014,% Increased Balance Borrowers 2012-2013,% Increased Balance Borrowers 2011-2012,% Increased Balance Borrowers 2010-2011,% Increased Balance Borrowers 2009-2010,Defaulted Balance 2013-14,Defaulted Balance 2012-13,Defaulted Balance 2011-12,Defaulted Balance 2010-11,Defaulted Balance 2009-10,In School Military Balance 2013-14,In School Military Balance 2012-13,In School Military Balance 2011-12,In School Military Balance 2010-11,In School Military Balance 2009-10,Death Disability Balance 2013-14,Death Disability Balance 2012-13,Death Disability Balance 2011-12,Death Disability Balance 2010-11,Death Disability Balance 2009-10,% Deferment or Forbearance More than 2 Months 2013-2014,% Deferment or Forbearance More than 2 Months 2012-2013,% Deferment or Forbearance More than 2 Months 2011-2012,% Deferment or Forbearance More than 2 Months 2010-2011,% Deferment or Forbearance More than 2 Months 2009-2010,Overall Borrowers with More than $1 Paid 2013-2014,Overall Median Borrower's Volume Repayment % 2013-2014,Overall Mean Borrower's Volume Repayment % 2013-2014,Overall Dollars Under 14% 2013-2014,Overall Dollars Under 21% 2013-2014
03643300,MR. JOHN'S SCHOOL OF COSMETOLOGY AND NAILS,0.375,Less Risk,Y,C,Proprietary < 2 Yrs,5.00,1.00,1.00,0.00,0.00,18570.00,0.00,48706.50,0.00,0.00,0.00,21.50,33.00,9943.00,9116.00,3866.00,5752.00,6353.00,8021.00,9116.00,9866.00,10303.00,11867.00,14146.00,30243.00,154744.00,21.00,151738.00,152073.00,156156.00,149427.00,141671.00,0.02,0.02,-0.01,0.03,0.08,0.00,0.00,1.00,0.00,0.00,20418.00,23618.00,18140.00,20208.00,8633.00,2848.00,2840.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,28551.38,36683.07
03645400,"RUDY & KELLY ACADEMY, A PAUL MITCHELL PARTNER SCHOOL",0.625,More Risk,Y,C,Proprietary < 2 Yrs,5.00,0.81,0.79,0.42,0.58,23347.50,0.61,55053.00,0.38,0.61,0.39,21.00,28.50,9216.85,9130.00,3380.00,3967.00,6198.00,7546.00,9536.00,10628.00,12468.00,13309.00,14165.00,33082.00,505311.00,67.00,391403.00,404213.00,432811.00,446128.00,473978.00,0.23,0.20,0.14,0.12,0.06,0.16,0.16,0.33,0.22,0.30,42155.00,74890.00,103229.00,46501.00,21207.00,22737.00,20487.00,6127.00,0.00,6787.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,50684.62,68833.67
03646300,DESIGN'S SCHOOL OF COSMETOLOGY,0.625,More Risk,Y,P,Proprietary < 2 Yrs,5.00,0.80,0.80,0.62,0.38,12702.50,0.74,40334.50,0.00,0.76,0.24,21.00,29.50,6001.00,5124.00,1959.00,2905.00,3500.00,4059.00,5131.00,5343.00,6530.00,7641.00,10888.00,28636.00,362476.00,74.00,274380.85,297896.48,316333.43,335086.35,352073.00,0.24,0.17,0.13,0.08,0.03,0.18,0.20,0.30,0.28,0.32,76120.43,75020.43,79603.00,87186.00,58303.00,2447.00,3491.00,16426.00,31210.00,28949.00,1750.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.04,0.29,48151.59,63417.59
03647300,NEW CONCEPTS SCHOOL OF COSMETOLOGY,0.5625,Moderate Risk,Y,C,Proprietary < 2 Yrs,5.00,0.50,0.50,0.00,0.00,11672.00,1.00,87000.00,0.00,0.00,0.00,20.00,31.00,6684.08,6021.50,2884.00,3862.00,4584.00,5790.00,6478.00,7313.00,7500.00,9206.00,11810.00,18046.00,153908.00,24.00,149362.56,154765.00,153398.00,164708.00,159773.00,0.03,-0.01,0.00,-0.07,-0.04,0.00,0.00,0.00,0.50,1.00,43359.00,46552.00,37836.00,26565.00,18629.00,11615.00,11615.00,7523.00,20191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.06,38622.70,46743.05
03650600,PC AGE,0.5,Less Risk,Y,C,Proprietary < 2 Yrs,5.00,0.71,0.67,0.00,0.00,19734.50,0.64,40223.00,0.00,0.74,0.26,23.50,33.00,9174.53,7435.50,1393.00,4240.00,5990.00,7124.00,7436.00,8622.00,11487.00,12536.00,17309.00,42145.00,351702.00,58.00,299504.52,310730.97,322541.36,323923.81,318496.99,0.15,0.12,0.08,0.08,0.09,0.00,0.24,0.45,0.40,0.41,97530.21,82658.21,55298.00,43146.00,28716.00,12941.00,22130.00,23227.15,32111.81,21695.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,29.00,0.00,0.13,50079.86,66538.10
03654300,CAREER TRAINING SOLUTIONS,0.4375,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,0.85,0.84,0.84,0.16,16531.00,0.70,52464.00,0.00,0.78,0.22,21.00,31.50,8663.53,7261.00,3445.00,4750.00,5160.00,5586.00,7283.00,7763.00,9084.00,13679.00,16452.00,47260.00,1079432.41,165.00,930865.49,971096.58,1004882.40,998883.65,1011351.21,0.14,0.10,0.07,0.07,0.06,0.20,0.30,0.50,0.36,0.39,223380.57,255736.57,199126.21,80390.97,53682.00,52973.20,86356.20,54593.00,22875.00,70708.00,0.00,0.00,0.00,0.00,13165.00,0.13,0.23,0.18,0.21,0.19,84.00,0.00,0.14,186665.93,236117.08
03663300,HOOD THEOLOGICAL SEMINARY,0.4375,Less Risk,Y,C,PNP 4 Yrs or More,5.00,0.73,0.59,0.00,0.00,35133.50,0.46,0.00,0.00,0.00,0.00,0.00,46.00,67180.32,62599.00,13353.00,25482.00,37591.00,54500.00,63251.00,78560.00,88111.00,110302.00,141871.00,168579.00,1850568.68,56.00,1697685.77,1675124.34,1685338.06,1806587.31,1840280.49,0.08,0.08,0.09,0.02,0.01,0.34,0.34,0.36,0.48,0.55,188783.00,219756.00,116637.00,113312.00,0.00,280738.56,390040.45,527221.24,389352.62,154933.00,36907.00,12583.00,35311.00,48899.00,0.00,0.00,0.00,0.00,0.20,0.20,27.00,0.00,0.11,361154.39,457753.17
03663400,UNIVERSITY OF COSMETOLOGY,0.5,Less Risk,N,N,Proprietary < 2 Yrs,5.00,1.00,1.00,0.00,0.00,11354.00,1.00,64687.00,0.00,0.00,0.00,22.00,30.00,8362.14,7297.00,2726.00,4491.00,5781.00,7108.00,7297.00,9150.00,11036.00,12655.00,12934.00,17899.00,166936.00,21.00,172084.00,174712.00,174662.00,168464.00,161747.00,-0.03,-0.05,-0.05,-0.01,0.03,0.00,0.00,1.00,1.00,0.00,56726.00,55200.00,58733.00,15916.00,0.00,49599.00,14094.00,14095.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.01,38610.96,49199.44
03666300,PILLAR COLLEGE,0.8125,Most Risk,Y,C,PNP 4 Yrs or More,5.00,0.00,0.00,0.00,0.00,34755.00,0.00,43839.50,0.00,0.00,0.00,23.50,40.00,18187.94,9655.00,2787.00,5707.00,7491.00,9152.00,9715.00,15319.00,23140.00,45158.00,54676.00,73390.00,227667.00,18.00,156458.74,155450.21,160261.49,220692.00,218559.00,0.31,0.32,0.30,0.03,0.04,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8099.00,20340.00,22303.00,13861.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.35,39584.66,45378.49
03668300,BIRTHINGWAY COLLEGE OF MIDWIFERY,0.4375,Less Risk,Y,C,PNP 4 Yrs or More,5.00,0.00,0.00,0.00,0.00,17960.00,1.00,0.00,0.00,0.00,0.00,0.00,32.00,27739.82,30203.00,3208.00,13077.00,16534.00,22959.00,31369.00,38067.00,41929.00,48419.00,48612.00,59461.00,285062.21,17.00,240949.32,251688.32,264504.12,267326.46,270684.43,0.15,0.12,0.07,0.06,0.05,0.00,0.00,0.00,0.00,0.00,34158.00,34158.00,34158.00,0.00,0.00,10745.00,0.00,0.00,0.00,24698.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.15,33975.47,46441.92
03670300,TONI&GUY HAIRDRESSING ACADEMY,0.375,Less Risk,Y,C,Proprietary < 2 Yrs,5.00,1.00,1.00,0.46,0.54,15096.00,1.00,62881.00,0.00,0.72,0.28,21.00,26.50,11220.82,10169.00,4848.00,6367.00,8660.00,9773.00,10169.00,11344.00,12619.00,14301.00,18861.00,34551.00,259474.00,39.00,211797.48,223275.42,228857.65,234679.55,237350.30,0.18,0.14,0.12,0.10,0.09,0.00,0.00,0.41,0.00,0.00,51628.00,42101.00,39705.00,7863.00,7863.00,14159.02,21746.02,27545.84,248.00,19601.00,4900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.13,0.22,34346.46,44139.40
03676400,HEALTHY HAIR ACADEMY,0.4375,Less Risk,N,N,Proprietary < 2 Yrs,5.00,1.00,1.00,0.00,0.00,5230.00,1.00,20252.00,0.00,0.00,0.00,22.00,27.00,8880.84,7864.00,3500.00,5115.00,6500.00,7606.00,7941.00,9789.00,10961.00,14378.00,15037.00,18866.00,434048.00,56.00,444153.12,440503.12,446538.89,431819.97,445062.97,-0.02,-0.01,-0.03,0.01,-0.03,0.00,0.25,0.43,0.55,0.55,301909.11,274822.11,228588.00,161737.00,99473.00,0.00,21573.00,6004.00,6500.00,10928.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,-0.06,-0.01,93822.08,120632.65
03678300,PIMA MEDICAL INSTITUTE,0.5625,Moderate Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,1.00,1.00,0.00,0.00,13136.00,1.00,15221.00,0.00,0.00,0.00,22.00,28.00,9607.03,7733.50,1433.00,3885.00,6924.00,7604.00,7725.00,7783.00,9071.00,14129.00,15475.00,36865.00,170963.00,30.00,163717.98,163967.85,163709.51,159856.89,161084.23,0.04,0.04,0.04,0.06,0.06,0.00,0.43,0.57,0.40,0.40,26430.98,23011.51,19249.00,8607.00,8607.00,5123.00,27441.00,46068.00,29651.00,19882.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.08,31572.46,40876.46
03680300,JAY'S TECHNICAL INSTITUTE,0.4375,Less Risk,Y,P,Proprietary < 2 Yrs,5.00,0.37,0.34,0.82,0.18,0.00,1.00,3044.00,1.00,0.00,0.00,21.00,29.00,6865.79,7242.00,3500.00,3833.00,4975.00,6914.00,7329.00,7706.00,7759.00,7890.00,9712.00,23473.00,562902.00,93.00,562399.76,592711.03,600435.93,600164.79,585011.58,0.02,-0.04,-0.05,-0.07,-0.04,0.24,0.25,0.38,0.61,0.77,345714.67,362023.67,368126.67,297240.00,143111.00,5083.00,16722.58,24020.62,29900.00,42851.00,8874.00,0.00,8874.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,-0.08,0.03,123870.66,156209.82
03681300,CALIFORNIA HEALING ARTS COLLEGE,0.6875,Most Risk,Y,P,Proprietary < 2 Yrs,5.00,0.63,0.62,0.77,0.23,17146.50,0.78,40747.50,0.00,0.68,0.32,23.00,32.00,9847.32,7740.50,2176.00,4023.00,7006.00,7213.00,7755.00,7845.00,7971.00,13972.00,21468.00,49563.00,471208.00,78.00,383312.39,394035.67,415985.90,443789.48,454904.48,0.19,0.16,0.12,0.06,0.03,0.26,0.27,0.29,0.28,0.51,116683.00,82904.00,106485.00,126241.00,115579.00,5522.60,28020.73,40995.05,46927.00,13905.00,4965.00,4965.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,45.00,0.13,0.23,81921.45,100069.42
03682400,DALLAS BARBER & STYLIST COLLEGE,0.5,Less Risk,Y,C,Proprietary < 2 Yrs,5.00,1.00,0.75,0.00,0.00,5636.00,1.00,17187.00,0.00,0.00,0.00,21.00,28.00,9789.70,7757.50,3891.00,6998.00,7654.00,7750.00,7771.00,7806.00,8026.00,11384.00,18192.00,37406.00,310748.00,44.00,306258.00,307967.00,319885.00,307013.00,316579.00,0.01,0.01,-0.03,0.01,-0.02,0.00,0.30,0.52,0.52,0.61,181901.00,176675.00,169245.00,82492.00,15615.00,3660.00,22204.00,14941.00,11260.00,15558.00,0.00,859.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,-0.09,0.03,70831.74,89573.61
03683300,INTERNATIONAL BARBER & STYLE COLLEGE,0.5,Less Risk,Y,C,Proprietary < 2 Yrs,5.00,0.58,0.55,0.00,0.00,4558.00,1.00,38369.00,0.00,0.00,0.00,23.00,31.00,10683.29,7705.00,3910.00,5651.00,6947.00,7163.00,7728.00,8365.00,10081.00,13969.00,20665.00,48708.00,380347.00,62.00,390308.43,386408.72,386388.13,371335.60,369295.00,-0.03,-0.02,-0.02,0.02,0.03,0.27,0.29,0.68,0.47,0.58,147975.00,146697.00,110450.00,75154.00,61282.00,4951.00,50804.13,22567.00,39343.00,22533.00,0.00,0.00,0.00,0.00,0.00,0.18,0.26,0.27,0.26,0.24,14.00,-0.12,-0.04,93939.93,116188.80
03686300,COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,0.5625,Moderate Risk,Y,C,Proprietary 4 Yrs or More,5.00,0.68,0.49,0.00,0.00,15852.00,0.73,45039.00,0.00,0.23,0.77,23.00,33.00,78659.01,79211.50,24282.00,38013.00,50691.00,69877.00,84373.00,95594.00,106833.00,113904.00,133405.00,194217.00,1806949.00,74.00,1672409.78,1697042.54,1795262.35,1893365.86,1832268.83,0.09,0.06,0.02,-0.03,-0.01,0.34,0.35,0.51,0.57,0.53,114595.37,124140.37,113309.00,113309.00,0.00,218134.08,145880.00,149612.00,199801.00,200971.00,0.00,0.00,19034.00,0.00,30375.00,0.00,0.00,0.00,0.00,0.00,34.00,-0.01,0.10,370730.52,464087.50
03689400,FAITH EVANGELICAL COLLEGE & SEMINARY,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5.00,0.46,0.40,0.00,0.00,47133.50,0.24,33380.00,0.00,0.23,0.77,21.00,42.00,40370.71,24793.50,6411.00,10685.00,14446.00,20245.00,24856.00,42369.00,62337.00,72043.00,81185.00,141069.00,1204825.00,52.00,991055.99,982591.64,1036650.77,1127899.63,1150058.02,0.18,0.18,0.14,0.06,0.05,0.44,0.40,0.60,0.46,0.52,40940.01,49880.72,35908.87,23565.00,0.00,181070.00,98509.00,49822.02,70870.02,161794.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,-0.01,0.18,207576.62,262900.29
03691400,AVE MARIA SCHOOL OF LAW,0.625,More Risk,Y,P,PNP 4 Yrs or More,5.00,0.77,0.51,0.00,0.00,4051.50,0.89,0.00,0.00,0.28,0.72,0.00,27.00,90040.38,84726.50,54169.00,61105.00,69627.00,74816.00,84992.00,91584.00,104842.00,119886.00,140620.00,242246.00,8960525.51,252.00,7361811.53,7447073.33,7790120.06,8862609.32,8994362.62,0.18,0.17,0.13,0.01,0.00,0.25,0.35,0.44,0.37,0.42,477368.00,534388.83,246420.00,133764.00,66379.00,24769.39,97901.39,244904.68,664843.00,994586.00,0.00,33565.00,0.00,0.00,0.00,0.00,0.08,0.13,0.19,0.19,124.00,0.05,0.19,1523263.12,1906692.51
03693300,CARNEGIE CAREER COLLEGE,0.5625,Moderate Risk,N,N,PNP 2 - 3 Yrs,5.00,0.58,0.47,0.00,0.00,19096.50,0.63,60000.00,0.00,0.71,0.29,24.00,36.50,10800.02,7937.00,2371.00,4130.00,5831.00,7098.00,9251.00,12260.00,13065.00,14256.00,25389.00,43462.00,294244.00,45.00,219316.16,227549.28,233562.53,250866.26,270089.40,0.25,0.23,0.21,0.15,0.08,0.31,0.40,0.44,0.44,0.42,61961.41,44383.00,46865.09,25399.00,30910.00,7647.03,11038.03,13586.03,26713.83,40112.00,9771.00,0.00,14112.00,13084.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.07,0.23,44463.36,56165.47
03695500,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,0.5,Less Risk,Y,P,Proprietary 4 Yrs or More,5.00,1.00,0.48,0.00,0.00,8460.00,1.00,12662.00,0.00,0.00,0.00,23.00,39.00,87612.39,88404.00,56217.00,70000.00,86187.00,87265.00,91020.00,92123.00,93406.00,115489.00,124623.00,136092.00,635766.00,23.00,671189.47,668718.47,656253.95,679270.00,661452.00,-0.06,-0.05,-0.03,-0.07,-0.04,0.00,0.52,1.00,1.00,0.48,130724.00,79461.00,56329.00,48802.00,0.00,11948.00,0.00,11948.00,22108.00,22200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.03,186765.52,221073.78
03695700,SANTIAGO CANYON COLLEGE,0.4375,Less Risk,Y,C,Public 2 - 3 Yrs,5.00,0.00,0.00,0.68,0.32,12000.00,1.00,36939.00,0.00,0.00,0.00,21.00,31.00,11890.05,9218.50,1750.00,3249.00,3577.00,4859.00,8815.00,11389.00,13251.00,19179.00,27713.00,48928.00,430084.00,60.00,416822.52,422344.91,422191.12,438266.00,432962.00,0.03,0.02,0.02,-0.02,-0.01,0.30,0.35,0.35,0.47,0.52,117211.00,126890.00,119154.00,88309.00,61255.00,25280.31,47660.97,76869.00,108462.00,114650.00,0.00,1941.00,1994.00,1994.00,2250.00,0.00,0.00,0.00,0.00,0.00,29.00,-0.02,0.08,97243.48,119428.34
03696400,SABER COLLEGE,0.625,More Risk,Y,C,PNP 2 - 3 Yrs,5.00,1.00,1.00,0.00,0.00,10558.00,0.85,8257.50,0.00,0.87,0.13,23.50,42.00,6018.28,5229.00,1017.00,3598.00,4441.00,4560.00,5300.00,5655.00,7281.00,7610.00,7789.00,59425.00,545941.00,105.00,378961.36,404805.40,443142.20,464212.00,491344.00,0.31,0.26,0.19,0.15,0.10,0.15,0.16,0.28,0.20,0.24,64019.00,84498.00,79619.00,80294.00,39828.00,33645.36,40007.40,18198.00,23660.00,21797.00,8943.00,3133.00,0.00,0.00,0.00,0.10,0.11,0.11,0.13,0.14,80.00,0.38,0.34,45156.40,60817.53
03698300,WEST COAST UNIVERSITY,0.5625,Moderate Risk,Y,C,Proprietary 4 Yrs or More,5.00,0.87,0.70,0.91,0.09,42092.50,0.34,49907.00,0.31,0.62,0.38,24.00,33.50,20119.45,18637.00,4996.00,9119.00,14897.00,17087.00,18808.00,22299.00,25918.00,29003.00,33749.00,67764.00,5223760.73,406.00,3871707.68,3970461.30,4186973.17,4639990.76,4875735.09,0.26,0.24,0.20,0.11,0.07,0.26,0.32,0.34,0.37,0.39,285898.08,150858.06,176192.19,115936.00,63560.00,429499.83,296175.08,536499.06,536352.95,411546.05,13173.00,0.00,18454.00,22355.00,21369.00,0.03,0.04,0.03,0.00,0.00,272.00,0.22,0.27,582980.94,752451.80
03698400,CALIFORNIA COLLEGE OF VOCATIONAL CAREERS,0.5,Less Risk,N,N,Proprietary 2 - 3 Yrs,5.00,1.00,1.00,0.79,0.21,6211.00,1.00,15113.50,0.00,0.00,0.00,20.00,27.00,7469.55,7276.50,3500.00,6464.00,6694.00,7154.00,7313.00,7750.00,7873.00,8244.00,9644.00,27479.00,446613.00,66.00,407929.60,425468.60,428759.60,425448.36,433397.00,0.09,0.05,0.04,0.05,0.03,0.00,0.26,0.48,0.44,0.36,207710.00,198065.00,114234.00,74822.00,68816.00,8319.00,0.00,12096.00,11290.00,7540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.21,0.26,28.00,-0.01,0.10,77009.02,99434.30
03700300,REGENCY BEAUTY INSTITUTE - CLEVELAND,0.5625,Moderate Risk,Y,P,Proprietary < 2 Yrs,5.00,0.54,0.46,0.00,0.00,7638.00,1.00,31248.00,0.00,0.00,0.00,22.00,29.00,8060.62,3039.00,906.00,1984.00,2587.00,2625.00,3493.00,9994.00,11339.00,12721.00,22608.00,45224.00,75440.00,26.00,69901.92,74637.00,77160.00,75298.00,73815.00,0.07,0.01,-0.02,0.00,0.02,0.00,0.00,0.58,0.54,0.42,20477.00,33166.00,19370.00,8506.00,8759.00,17532.00,9768.00,14146.00,5263.00,1937.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,-0.07,0.09,14995.52,19019.37
03702300,DELAWARE LEARNING INSTITUTE OF COSMETOLOGY,0.5625,Moderate Risk,Y,C,Proprietary < 2 Yrs,5.00,1.00,1.00,0.57,0.43,20749.50,1.00,48802.50,0.00,0.61,0.39,20.00,29.50,5119.43,5139.00,2013.00,3500.00,4480.00,5010.00,5155.00,6187.00,6503.00,6814.00,7563.00,7911.00,132142.00,28.00,91069.15,96230.15,104363.00,115520.00,117487.00,0.31,0.27,0.21,0.13,0.11,0.00,0.00,0.00,0.39,0.00,30765.00,25189.00,33887.00,18193.00,0.00,3838.00,14911.00,7590.00,5614.00,6117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.41,0.31,13611.89,17727.62
03704300,SALON PROFESSIONAL ACADEMY (THE),0.5,Less Risk,Y,C,Proprietary < 2 Yrs,5.00,1.00,1.00,0.00,0.00,62231.00,0.00,25330.00,0.00,0.00,0.00,20.00,31.00,6069.83,5660.00,1720.00,2708.00,3245.00,4781.00,6944.00,7137.00,7187.00,9458.00,11557.00,14148.00,109349.00,23.00,83995.00,85030.00,102002.00,103660.00,105778.00,0.23,0.20,0.07,0.05,0.03,0.00,0.00,0.00,0.00,0.00,10224.00,13236.00,7475.00,11950.00,6031.00,0.00,0.00,0.00,1419.00,2488.00,14677.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.27,16245.46,19964.73
03706300,AMERICAN INSTITUTE,0.4375,Less Risk,Y,C,Proprietary < 2 Yrs,5.00,0.71,0.68,0.74,0.26,13234.00,0.86,20022.00,0.64,0.86,0.14,21.00,29.00,9390.92,8775.00,3226.00,4952.00,7248.00,7824.00,8927.00,9432.00,10295.00,11328.00,16262.00,48584.00,2176985.00,304.00,2150548.64,2178549.06,2196966.12,2198083.11,2187523.00,0.01,0.00,-0.01,-0.01,0.00,0.39,0.43,0.54,0.59,0.66,505702.00,458542.00,384599.99,186434.00,135948.00,118014.90,168192.93,157914.25,218268.00,196166.00,25658.99,13553.99,18850.00,8052.00,7735.00,0.08,0.10,0.13,0.15,0.16,119.00,-0.10,0.02,525827.08,638268.08
03709300,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE,0.6875,Most Risk,Y,C,PNP 4 Yrs or More,5.00,0.77,0.46,0.00,0.00,2304.50,0.85,105347.50,0.00,0.28,0.72,21.50,27.50,174150.38,186700.00,89511.00,115003.00,149095.00,167943.00,186568.00,200525.00,209993.00,222203.00,237083.00,343472.00,17919148.06,470.00,15757893.54,16501375.09,17703255.23,19245215.57,18660977.35,0.12,0.07,0.01,-0.07,-0.04,0.23,0.33,0.49,0.43,0.38,139148.00,15864.00,27500.00,0.00,0.00,668662.06,702678.03,949543.00,1340975.00,1998076.00,0.00,9607.00,9591.00,9591.00,8571.00,0.06,0.12,0.24,0.31,0.34,199.00,0.00,0.16,4208689.57,5048917.45
03714300,TREND BARBER COLLEGE,0.5,Less Risk,Y,P,Proprietary < 2 Yrs,5.00,0.66,0.63,0.00,0.00,0.00,1.00,12888.00,0.00,0.00,0.00,23.00,29.00,8164.03,7850.00,3500.00,5786.00,7013.00,7790.00,7856.00,8927.00,9351.00,9559.00,11514.00,20997.00,271577.00,38.00,278474.00,277300.00,281331.00,278371.00,276714.00,-0.03,-0.02,-0.04,-0.03,-0.02,0.32,0.00,0.34,0.61,1.00,176391.00,179631.00,177591.00,134443.00,91380.00,4037.00,3849.00,7249.00,13664.00,11413.00,0.00,0.00,0.00,0.00,9343.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,-0.02,60789.76,77147.64
03720300,CARLSON COLLEGE OF MASSAGE THERAPY,0.4375,Less Risk,Y,C,Proprietary < 2 Yrs,5.00,1.00,1.00,0.00,0.00,13844.00,0.00,57613.00,0.00,0.00,0.00,20.00,31.00,9019.76,7502.00,2500.00,3542.00,4632.00,7256.00,7901.00,8334.00,9531.00,15670.00,19136.00,35977.00,122571.00,25.00,92893.76,97811.11,103654.67,106657.26,110797.49,0.24,0.20,0.15,0.13,0.10,0.00,0.00,0.00,0.00,0.00,10028.00,10028.00,0.00,0.00,0.00,13334.00,4355.00,4355.00,1879.00,1934.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.31,0.25,13050.56,17002.34
03723300,CULINARY INSTITUTE LENOTRE,0.6875,Most Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,0.79,0.79,0.59,0.41,31912.50,0.47,36783.50,0.48,0.56,0.44,21.00,31.00,11505.58,7794.00,2275.00,3886.00,6396.00,7257.00,7798.00,9715.00,13797.00,18994.00,24815.00,48509.00,419589.00,67.00,297777.00,325943.00,347966.00,375467.00,410642.00,0.29,0.22,0.17,0.11,0.02,0.24,0.18,0.21,0.31,0.39,86635.00,72032.00,70272.00,58792.00,33088.00,18615.00,17317.00,29665.00,36528.00,35978.00,1965.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0.24,0.32,47168.14,61832.18
03724300,DIGIPEN INSTITUTE OF TECHNOLOGY,0.75,Most Risk,Y,C,Proprietary 4 Yrs or More,5.00,0.55,0.50,0.34,0.66,11769.00,1.00,71441.00,0.13,0.59,0.41,23.00,27.00,23691.14,17144.00,3672.00,8131.00,12808.00,14956.00,17144.00,23209.00,30163.00,39025.00,51239.00,84518.00,1778311.87,134.00,740264.36,867924.01,1006904.24,1179042.51,1334637.75,0.59,0.52,0.45,0.34,0.25,0.00,0.09,0.11,0.13,0.13,74432.00,68072.00,66003.00,70904.00,22523.00,31622.38,63028.38,44406.21,98018.83,89313.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.00,0.60,0.59,50155.27,74458.14
